o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority
1734,489,F,26064.01,1998-07-21,1-URGENT
1735,985,F,37758.34,1995-05-25,2-HIGH
1736,679,F,50447.36,1997-02-12,2-HIGH
1737,914,O,91424.0,1998-04-04,4-NOT SPECIFIED
1738,441,O,89004.15,1997-12-04,3-MEDIUM
1739,628,P,21861.12,1994-06-19,1-URGENT
1740,51,F,66332.83,1997-09-08,4-NOT SPECIFIED
1741,677,P,40070.08,1996-08-19,4-NOT SPECIFIED
1742,275,P,44664.62,1998-02-07,1-URGENT
1743,682,F,97987.33,1992-11-08,4-NOT SPECIFIED
1744,537,P,15180.74,1998-09-17,5-LOW
1745,600,P,28511.72,1994-04-21,3-MEDIUM
1746,720,O,96693.33,1995-06-27,2-HIGH
1747,628,P,83032.83,1993-05-27,1-URGENT
1748,655,O,66617.42,1996-02-14,3-MEDIUM
1749,127,F,97831.64,1997-08-16,4-NOT SPECIFIED
1750,90,P,66210.82,1994-12-04,2-HIGH
1751,160,F,89562.29,1995-11-02,4-NOT SPECIFIED
1752,867,F,49983.43,1992-08-07,2-HIGH
1753,74,P,42992.99,1993-11-03,3-MEDIUM
1754,84,O,99683.86,1997-04-17,2-HIGH
1755,9,O,72743.32,1998-03-19,1-URGENT
1756,12,P,35473.03,1997-07-24,3-MEDIUM
1757,529,P,63208.78,1992-02-05,5-LOW
1758,488,P,41022.0,1997-01-28,1-URGENT
1759,934,O,84757.45,1998-05-25,1-URGENT
1760,117,P,40439.03,1993-01-24,2-HIGH
1761,29,P,85638.94,1996-01-15,5-LOW
1762,238,O,89640.87,1995-10-15,3-MEDIUM
1763,881,F,60989.17,1996-09-07,2-HIGH
1764,465,P,79135.51,1995-02-10,4-NOT SPECIFIED
1765,999,O,87554.9,1998-12-09,4-NOT SPECIFIED
1766,397,P,95160.54,1993-04-19,1-URGENT
1767,113,O,80222.06,1994-06-24,2-HIGH
1768,182,P,3289.43,1994-02-03,3-MEDIUM
1769,998,O,20009.5,1998-08-16,5-LOW
1770,325,O,2882.09,1994-01-25,2-HIGH
1771,1,F,88313.97,1994-09-03,4-NOT SPECIFIED
1772,375,P,65373.97,1995-08-20,3-MEDIUM
1773,629,O,60863.13,1997-08-14,2-HIGH
1774,808,P,63315.72,1997-09-20,4-NOT SPECIFIED
1775,980,P,88442.51,1994-04-23,1-URGENT
1776,348,F,3141.71,1992-03-04,5-LOW
1777,101,P,10301.74,1995-09-16,4-NOT SPECIFIED
1778,670,P,62571.87,1997-07-15,3-MEDIUM
1779,533,P,69740.97,1996-12-28,1-URGENT
1780,670,O,51502.08,1997-08-19,1-URGENT
1781,914,F,41148.43,1995-01-06,1-URGENT
1782,601,F,66374.0,1997-09-12,1-URGENT
1783,488,F,4389.52,1997-06-11,1-URGENT
1784,612,O,79312.97,1995-09-23,5-LOW
1785,134,F,65764.81,1996-12-12,4-NOT SPECIFIED
1786,904,F,42673.24,1994-05-15,2-HIGH
1787,76,F,45527.29,1996-08-18,1-URGENT
1788,354,O,15133.35,1992-05-20,2-HIGH
1789,958,O,58874.59,1992-10-04,4-NOT SPECIFIED
1790,659,F,18103.83,1992-08-17,2-HIGH
1791,764,P,67755.04,1995-07-15,3-MEDIUM
1792,368,P,90744.6,1997-05-28,5-LOW
1793,307,O,46589.79,1995-05-28,2-HIGH
1794,160,F,82803.39,1995-12-20,1-URGENT
1795,788,F,65691.77,1993-03-23,2-HIGH
1796,468,P,22151.35,1994-10-08,2-HIGH
1797,799,O,60546.08,1994-10-16,1-URGENT
1798,395,F,48506.89,1997-06-23,2-HIGH
1799,515,F,36070.49,1996-08-22,1-URGENT
1800,571,O,4757.47,1993-05-15,2-HIGH
1801,92,P,4664.43,1997-10-19,4-NOT SPECIFIED
1802,589,P,64837.99,1992-05-19,4-NOT SPECIFIED
1803,729,O,63659.13,1994-07-03,3-MEDIUM
1804,164,F,69983.33,1998-12-24,4-NOT SPECIFIED
1805,983,O,61585.11,1994-04-02,4-NOT SPECIFIED
1806,788,O,45324.39,1996-09-21,2-HIGH
1807,801,F,61648.73,1992-03-13,3-MEDIUM
1808,75,O,22872.94,1997-05-16,2-HIGH
1809,182,O,91553.01,1994-01-28,4-NOT SPECIFIED
1810,440,P,6406.94,1998-07-02,5-LOW
1811,986,O,97670.27,1997-10-14,2-HIGH
1812,916,F,3600.93,1998-08-12,1-URGENT
1813,268,O,59127.76,1994-10-27,1-URGENT
1814,796,F,77046.51,1993-11-17,4-NOT SPECIFIED
1815,654,P,57795.67,1995-02-01,2-HIGH
1816,901,P,20707.83,1995-08-10,4-NOT SPECIFIED
1817,407,P,94439.41,1992-01-16,4-NOT SPECIFIED
1818,700,P,65827.87,1993-07-12,4-NOT SPECIFIED
1819,913,F,46917.57,1992-07-08,1-URGENT
1820,544,O,24772.05,1997-08-13,4-NOT SPECIFIED
1821,26,P,59544.87,1994-06-23,1-URGENT
1822,484,O,5601.39,1998-04-03,3-MEDIUM
1823,772,F,49827.33,1992-08-16,5-LOW
1824,514,F,67987.82,1992-10-19,4-NOT SPECIFIED
1825,551,O,24029.23,1993-10-21,4-NOT SPECIFIED
1826,218,F,15073.33,1994-07-07,5-LOW
1827,966,F,60303.9,1992-02-10,2-HIGH
1828,355,O,69750.15,1998-11-01,2-HIGH
1829,452,P,60215.73,1994-05-09,2-HIGH
1830,67,P,16273.5,1996-11-25,5-LOW
1831,752,F,87657.22,1998-03-19,5-LOW
1832,65,F,1536.79,1993-08-11,5-LOW
1833,978,F,20479.76,1992-02-15,4-NOT SPECIFIED
1834,821,O,21551.17,1994-01-16,3-MEDIUM
1835,39,F,13541.06,1996-01-08,1-URGENT
1836,533,O,74717.22,1998-09-10,5-LOW
1837,646,O,39119.46,1992-12-02,2-HIGH
1838,36,O,52402.49,1998-10-21,3-MEDIUM
1839,465,F,47594.92,1997-04-22,2-HIGH
1840,389,F,97419.21,1996-12-24,3-MEDIUM
1841,815,O,91519.13,1996-07-05,4-NOT SPECIFIED
1842,157,O,25197.07,1994-06-24,1-URGENT
1843,595,O,49711.68,1993-01-22,3-MEDIUM
1844,680,P,4857.91,1995-02-19,5-LOW
1845,210,P,71145.26,1995-07-13,5-LOW
1846,397,F,36102.47,1992-08-22,2-HIGH
1847,113,F,93285.59,1992-01-08,3-MEDIUM
1848,771,P,42125.47,1997-01-28,1-URGENT
1849,865,O,44070.92,1994-05-10,3-MEDIUM
1850,50,P,96806.61,1997-04-22,1-URGENT
1851,37,F,78798.77,1994-03-13,4-NOT SPECIFIED
1852,704,O,71493.61,1993-09-13,3-MEDIUM
1853,599,F,1918.28,1997-01-09,5-LOW
1854,892,O,40003.97,1994-10-26,1-URGENT
1855,920,F,61504.98,1998-12-17,3-MEDIUM
1856,337,P,80110.2,1994-08-01,2-HIGH
1857,737,O,59581.79,1995-10-10,4-NOT SPECIFIED
1858,25,P,5083.74,1993-12-01,1-URGENT
1859,558,O,22963.27,1996-09-15,1-URGENT
1860,862,P,69184.03,1994-04-02,2-HIGH
1861,393,F,4807.06,1995-03-08,3-MEDIUM
1862,456,P,42282.11,1993-11-06,2-HIGH
1863,37,O,25901.35,1996-10-15,4-NOT SPECIFIED
1864,246,O,3149.89,1993-06-13,2-HIGH
1865,663,O,34912.63,1993-11-08,3-MEDIUM
1866,572,F,13496.65,1993-10-12,4-NOT SPECIFIED
1867,754,F,51989.49,1995-04-08,4-NOT SPECIFIED
1868,674,P,56227.8,1993-09-04,1-URGENT
1869,456,O,33187.95,1992-11-18,1-URGENT
1870,390,P,29978.95,1995-05-07,5-LOW
1871,61,F,21794.01,1993-04-17,2-HIGH
1872,978,P,67516.84,1995-02-23,1-URGENT
1873,724,O,96884.92,1994-10-11,5-LOW
1874,81,F,79107.47,1994-02-08,3-MEDIUM
1875,26,P,69932.19,1992-04-07,3-MEDIUM
1876,969,F,79626.78,1998-09-20,1-URGENT
1877,105,O,5987.56,1993-03-26,2-HIGH
1878,711,F,43044.69,1996-03-03,5-LOW
1879,729,F,16226.74,1998-11-24,4-NOT SPECIFIED
1880,411,F,67523.14,1994-12-17,5-LOW
1881,991,F,32516.56,1996-07-25,2-HIGH
1882,680,F,26891.06,1998-03-25,4-NOT SPECIFIED
1883,305,F,65119.25,1998-01-03,1-URGENT
1884,340,F,18337.6,1997-07-06,2-HIGH
1885,27,P,93933.95,1995-06-17,2-HIGH
1886,206,F,22330.31,1996-05-02,5-LOW
1887,843,O,7541.63,1994-09-25,4-NOT SPECIFIED
1888,652,P,69352.01,1993-12-24,2-HIGH
1889,82,O,45599.94,1996-06-17,3-MEDIUM
1890,859,F,49840.7,1997-06-11,4-NOT SPECIFIED
1891,236,P,97786.44,1993-12-13,4-NOT SPECIFIED
1892,756,O,7151.21,1997-06-27,2-HIGH
1893,311,O,47606.81,1995-08-11,5-LOW
1894,740,P,39771.66,1998-01-08,5-LOW
1895,75,F,70191.58,1996-10-05,3-MEDIUM
1896,262,F,17902.0,1992-03-22,1-URGENT
1897,489,P,39777.87,1992-10-25,4-NOT SPECIFIED
1898,340,O,4574.58,1998-01-07,5-LOW
1899,428,P,68194.86,1993-07-08,3-MEDIUM
1900,892,F,41503.59,1994-12-23,3-MEDIUM
1901,950,F,67158.13,1993-02-01,3-MEDIUM
1902,423,O,99867.46,1992-12-21,1-URGENT
1903,177,F,37146.66,1994-01-15,4-NOT SPECIFIED
1904,95,F,78454.93,1994-08-04,4-NOT SPECIFIED
1905,770,O,98615.88,1997-03-20,3-MEDIUM
1906,641,P,59934.55,1995-07-15,5-LOW
1907,317,F,64588.1,1996-06-04,1-URGENT
1908,968,F,70525.52,1997-02-18,1-URGENT
1909,259,F,63550.55,1998-12-09,3-MEDIUM
1910,360,P,58184.97,1995-03-15,5-LOW
1911,736,F,83534.75,1995-07-16,4-NOT SPECIFIED
1912,553,P,55475.81,1993-11-15,1-URGENT
1913,903,O,69546.03,1993-08-16,1-URGENT
1914,562,P,82216.97,1993-12-08,5-LOW
1915,326,P,54683.64,1996-06-02,1-URGENT
1916,356,F,6182.87,1998-05-23,1-URGENT
1917,955,O,28167.05,1994-03-01,5-LOW
1918,185,O,54058.47,1996-05-06,5-LOW
1919,462,P,15680.14,1994-07-21,2-HIGH
1920,937,O,65645.01,1997-07-01,2-HIGH
1921,735,P,52039.38,1998-09-04,2-HIGH
1922,310,F,59982.56,1997-06-21,1-URGENT
1923,32,F,45395.64,1996-03-21,5-LOW
1924,945,F,98366.04,1997-01-05,5-LOW
1925,439,F,53438.97,1995-03-26,1-URGENT
1926,709,P,31795.21,1997-06-05,5-LOW
1927,406,P,58099.61,1994-07-18,4-NOT SPECIFIED
1928,637,P,55665.94,1993-06-22,4-NOT SPECIFIED
1929,88,F,23506.9,1998-06-06,3-MEDIUM
1930,703,O,20884.13,1997-11-11,4-NOT SPECIFIED
1931,227,F,19237.54,1992-04-23,1-URGENT
1932,650,O,18390.34,1997-09-07,3-MEDIUM
1933,328,F,37010.89,1993-10-04,3-MEDIUM
1934,900,F,71508.01,1994-05-28,1-URGENT
1935,944,O,61929.85,1995-12-18,5-LOW
1936,859,P,12594.54,1996-09-09,1-URGENT
1937,809,F,2012.05,1995-02-22,1-URGENT
1938,958,O,28378.91,1997-05-24,4-NOT SPECIFIED
1939,698,F,72169.95,1996-10-17,2-HIGH
1940,406,O,37588.54,1992-10-08,3-MEDIUM
1941,445,O,87409.72,1992-08-18,1-URGENT
1942,158,F,21586.15,1994-09-23,1-URGENT
1943,453,F,9660.9,1998-08-11,2-HIGH
1944,77,O,9821.58,1996-01-23,1-URGENT
1945,938,O,83985.05,1998-05-09,5-LOW
1946,130,P,59311.37,1993-03-06,3-MEDIUM
1947,537,F,78213.9,1995-05-24,2-HIGH
1948,365,O,66893.67,1993-07-21,2-HIGH
1949,713,F,1235.49,1996-09-12,2-HIGH
1950,629,P,39009.87,1993-02-13,2-HIGH
1951,240,O,85104.57,1996-12-10,3-MEDIUM
1952,58,P,58025.34,1996-09-24,4-NOT SPECIFIED
1953,342,O,18069.81,1998-07-04,2-HIGH
1954,849,O,14259.4,1994-11-01,3-MEDIUM
1955,4,O,20658.95,1992-08-27,4-NOT SPECIFIED
1956,293,F,16401.15,1994-06-12,1-URGENT
1957,545,P,81568.7,1993-11-04,5-LOW
1958,291,P,9578.96,1997-08-05,1-URGENT
1959,326,F,86924.41,1996-03-16,4-NOT SPECIFIED
1960,932,P,1947.27,1993-12-28,3-MEDIUM
1961,221,P,26430.99,1995-01-09,4-NOT SPECIFIED
1962,857,O,92799.1,1997-05-28,2-HIGH
1963,761,F,75184.35,1995-02-12,2-HIGH
1964,306,P,11488.73,1998-03-28,1-URGENT
1965,167,F,33886.58,1992-12-14,1-URGENT
1966,183,P,84413.34,1996-06-12,1-URGENT
1967,156,F,82290.79,1995-07-02,3-MEDIUM
1968,337,O,43920.2,1994-06-24,3-MEDIUM
1969,782,O,11170.91,1998-03-11,1-URGENT
1970,102,F,57322.81,1994-07-23,5-LOW
1971,975,O,97946.34,1998-09-26,2-HIGH
1972,366,F,16627.9,1998-06-17,4-NOT SPECIFIED
1973,976,O,97062.12,1994-04-14,3-MEDIUM
1974,177,F,6041.11,1995-08-12,3-MEDIUM
1975,841,O,15172.39,1995-12-11,1-URGENT
1976,291,F,74669.98,1998-12-27,3-MEDIUM
1977,283,F,5505.33,1992-04-17,4-NOT SPECIFIED
1978,345,P,67000.88,1997-08-14,4-NOT SPECIFIED
1979,564,F,71199.73,1995-10-02,4-NOT SPECIFIED
1980,987,F,67723.94,1994-05-19,4-NOT SPECIFIED
1981,699,O,22020.07,1995-09-15,5-LOW
1982,561,O,93381.11,1995-06-21,5-LOW
1983,611,O,81982.36,1992-06-11,5-LOW
1984,330,O,92376.41,1992-10-16,1-URGENT
1985,135,P,56017.19,1995-03-11,5-LOW
1986,430,F,77211.32,1997-10-22,4-NOT SPECIFIED
1987,135,O,88935.7,1993-12-10,4-NOT SPECIFIED
1988,244,P,69068.48,1993-12-08,1-URGENT
1989,144,O,45358.49,1993-02-03,3-MEDIUM
1990,205,O,84515.22,1998-06-09,5-LOW
1991,847,F,78245.56,1993-05-24,1-URGENT
1992,279,O,5046.86,1996-02-25,1-URGENT
1993,381,O,59003.38,1992-05-28,1-URGENT
1994,599,O,64903.27,1996-01-12,5-LOW
1995,320,P,48870.24,1996-05-02,3-MEDIUM
1996,660,O,24864.17,1997-05-25,5-LOW
1997,263,F,64592.98,1995-05-15,1-URGENT
1998,478,F,4508.54,1995-06-14,3-MEDIUM
1999,865,O,32698.04,1994-08-19,1-URGENT
2000,719,F,36083.57,1995-06-13,5-LOW
2001,701,P,44640.25,1992-08-01,2-HIGH
2002,908,P,64581.68,1992-03-17,4-NOT SPECIFIED
2003,803,P,70366.55,1995-08-28,1-URGENT
2004,110,O,49704.67,1992-10-07,5-LOW
2005,271,F,72917.73,1995-01-27,5-LOW
2006,695,P,34111.03,1996-05-16,1-URGENT
2007,507,F,60079.36,1995-04-08,4-NOT SPECIFIED
2008,566,O,23196.54,1993-12-07,2-HIGH
2009,489,F,83736.39,1995-10-02,5-LOW
2010,428,O,10490.3,1992-12-19,5-LOW
2011,665,O,80747.25,1992-04-12,5-LOW
2012,715,O,51503.07,1995-08-28,1-URGENT
2013,970,P,96635.81,1992-02-24,2-HIGH
2014,106,O,52949.18,1996-09-01,5-LOW
2015,750,P,25028.5,1996-07-28,1-URGENT
2016,511,P,49995.31,1993-01-09,5-LOW
2017,474,P,60623.85,1996-07-03,1-URGENT
2018,729,F,83567.48,1994-06-26,5-LOW
2019,154,F,45716.22,1996-12-28,2-HIGH
2020,556,P,16664.19,1995-04-28,3-MEDIUM
2021,461,O,34705.56,1996-06-14,1-URGENT
2022,999,F,68666.4,1992-09-07,5-LOW
2023,707,O,38507.89,1996-05-13,3-MEDIUM
2024,936,F,48061.68,1993-08-01,1-URGENT
2025,689,F,3993.91,1992-10-17,1-URGENT
2026,112,P,91988.14,1995-10-03,4-NOT SPECIFIED
2027,156,F,28770.28,1997-10-28,1-URGENT
2028,257,P,94313.57,1998-02-18,1-URGENT
2029,311,O,58736.39,1996-04-23,5-LOW
2030,427,F,13164.04,1993-10-12,1-URGENT
2031,485,O,51920.13,1993-04-06,2-HIGH
2032,119,P,69620.53,1997-11-17,5-LOW
2033,293,O,77000.16,1995-05-16,1-URGENT
2034,76,P,16234.02,1996-02-14,2-HIGH
2035,315,F,94081.37,1992-02-26,2-HIGH
2036,163,P,20962.96,1998-03-07,5-LOW
2037,568,F,55181.8,1992-06-21,3-MEDIUM
2038,602,F,94432.47,1992-12-12,4-NOT SPECIFIED
2039,130,O,87392.07,1994-08-19,2-HIGH
2040,491,P,58220.95,1998-12-16,4-NOT SPECIFIED
2041,423,O,34187.65,1992-02-14,5-LOW
2042,609,P,9061.0,1997-07-08,3-MEDIUM
2043,418,F,76698.2,1994-01-08,3-MEDIUM
2044,906,O,37619.11,1992-03-19,3-MEDIUM
2045,555,O,8591.95,1995-04-18,3-MEDIUM
2046,966,O,30417.57,1998-03-18,5-LOW
2047,766,P,51668.84,1995-02-28,4-NOT SPECIFIED
2048,902,P,37081.59,1994-02-13,3-MEDIUM
2049,991,P,35823.68,1997-12-16,4-NOT SPECIFIED
2050,554,F,50824.62,1998-11-27,3-MEDIUM
2051,418,F,65420.62,1997-04-18,1-URGENT
2052,241,P,68985.96,1997-10-08,5-LOW
2053,17,F,18846.74,1996-07-24,2-HIGH
2054,757,F,96414.94,1994-08-07,1-URGENT
2055,170,P,32677.87,1995-02-24,4-NOT SPECIFIED
2056,723,F,9831.17,1998-09-14,1-URGENT
2057,511,O,64754.27,1996-07-24,1-URGENT
2058,766,O,3658.89,1993-08-02,4-NOT SPECIFIED
2059,393,P,6773.35,1997-01-23,1-URGENT
2060,760,F,6449.56,1992-06-02,5-LOW
2061,26,P,2872.77,1998-08-15,5-LOW
2062,755,F,41661.27,1994-07-02,1-URGENT
2063,715,P,28512.05,1996-08-25,5-LOW
2064,530,P,5022.64,1996-09-03,1-URGENT
2065,157,F,81839.62,1993-05-04,3-MEDIUM
2066,348,F,89093.12,1992-07-12,2-HIGH
2067,999,F,11505.67,1994-04-24,3-MEDIUM
2068,281,F,22110.98,1997-06-13,5-LOW
2069,880,P,99046.76,1996-08-26,5-LOW
2070,568,P,4738.52,1992-05-10,1-URGENT
2071,690,O,75292.74,1997-08-06,3-MEDIUM
2072,878,P,25297.92,1995-07-23,3-MEDIUM
2073,779,P,49088.37,1993-03-10,5-LOW
2074,393,F,80606.16,1995-09-26,1-URGENT
2075,180,P,65997.59,1995-11-01,3-MEDIUM
2076,844,O,9997.22,1995-11-06,5-LOW
2077,96,O,81837.33,1993-10-28,5-LOW
2078,747,P,99417.78,1998-03-07,4-NOT SPECIFIED
2079,65,P,7547.01,1998-12-03,2-HIGH
2080,857,F,37544.31,1992-03-13,1-URGENT
2081,482,O,39071.43,1994-04-28,4-NOT SPECIFIED
2082,55,F,34665.73,1998-01-28,2-HIGH
2083,550,F,22248.67,1998-04-24,1-URGENT
2084,656,P,71369.1,1998-02-03,4-NOT SPECIFIED
2085,534,O,80892.93,1992-06-04,1-URGENT
2086,641,O,31601.94,1997-06-12,4-NOT SPECIFIED
2087,840,P,72622.15,1993-06-06,3-MEDIUM
2088,904,O,82017.67,1994-11-07,2-HIGH
2089,667,P,49142.78,1993-10-13,4-NOT SPECIFIED
2090,545,O,52633.44,1994-11-26,5-LOW
2091,50,F,85056.17,1996-05-10,5-LOW
2092,786,F,43167.14,1997-06-11,4-NOT SPECIFIED
2093,953,F,1085.39,1997-05-12,3-MEDIUM
2094,37,F,74937.33,1996-11-04,1-URGENT
2095,635,P,80452.88,1996-11-02,5-LOW
2096,221,F,57790.45,1995-05-04,5-LOW
2097,631,F,9572.16,1997-12-15,5-LOW
2098,994,P,97834.73,1994-12-17,5-LOW
2099,187,O,24085.05,1993-01-26,2-HIGH
2100,330,P,12353.64,1993-11-16,2-HIGH
2101,372,F,26267.79,1994-11-28,1-URGENT
2102,864,P,49829.57,1998-01-05,5-LOW
2103,466,P,14147.99,1995-06-15,2-HIGH
2104,131,F,15445.91,1994-10-23,5-LOW
2105,883,P,3955.65,1997-05-17,2-HIGH
2106,923,P,90740.98,1998-01-21,4-NOT SPECIFIED
2107,832,O,34740.93,1993-07-08,5-LOW
2108,677,P,81875.89,1994-08-02,1-URGENT
2109,173,P,11341.16,1995-04-02,4-NOT SPECIFIED
2110,723,F,82272.72,1993-12-09,5-LOW
2111,545,F,82334.2,1995-05-12,4-NOT SPECIFIED
2112,481,O,98746.43,1998-12-25,5-LOW
2113,299,F,60051.27,1996-09-08,3-MEDIUM
2114,27,F,51502.41,1996-05-02,3-MEDIUM
2115,954,P,51678.24,1992-10-02,1-URGENT
2116,541,F,3051.83,1998-05-25,4-NOT SPECIFIED
2117,96,O,12853.75,1998-06-26,4-NOT SPECIFIED
2118,206,O,78548.98,1996-10-13,3-MEDIUM
2119,116,F,89967.01,1994-08-11,2-HIGH
2120,132,P,37069.45,1995-02-28,2-HIGH
2121,360,F,35474.56,1993-01-14,2-HIGH
2122,315,O,33323.26,1994-03-11,4-NOT SPECIFIED
2123,186,F,97851.48,1992-10-16,5-LOW
2124,400,P,67712.22,1992-08-11,2-HIGH
2125,817,O,38798.41,1995-06-12,4-NOT SPECIFIED
2126,842,O,20681.41,1995-03-28,5-LOW
2127,390,O,33945.72,1992-08-19,4-NOT SPECIFIED
2128,645,P,63445.59,1997-10-18,5-LOW
2129,694,F,4759.87,1994-11-01,1-URGENT
2130,26,O,53287.18,1997-11-18,2-HIGH
2131,819,O,96624.44,1996-07-04,3-MEDIUM
2132,151,F,90169.65,1992-02-09,4-NOT SPECIFIED
2133,739,F,50585.57,1994-07-08,5-LOW
2134,181,O,75427.41,1995-01-21,2-HIGH
2135,16,P,5075.04,1994-03-16,2-HIGH
2136,692,P,64661.01,1995-03-22,5-LOW
2137,432,P,30318.66,1995-04-09,4-NOT SPECIFIED
2138,861,F,1527.17,1997-08-11,1-URGENT
2139,162,P,89020.79,1993-09-24,2-HIGH
2140,317,F,54732.85,1995-03-01,3-MEDIUM
2141,821,F,23040.8,1998-02-15,4-NOT SPECIFIED
2142,966,F,88477.41,1996-08-03,3-MEDIUM
2143,984,F,27261.56,1997-09-28,2-HIGH
2144,801,P,78534.28,1992-06-16,5-LOW
2145,518,P,61015.14,1994-02-28,1-URGENT
2146,25,P,33746.47,1993-02-22,1-URGENT
2147,322,P,58238.09,1993-05-28,5-LOW
2148,190,P,42985.25,1992-03-04,3-MEDIUM
2149,581,O,54129.24,1995-10-06,4-NOT SPECIFIED
2150,238,F,64630.88,1997-12-07,3-MEDIUM
2151,153,F,40453.37,1998-04-23,3-MEDIUM
2152,865,F,79968.59,1995-02-08,3-MEDIUM
2153,481,F,72289.87,1992-02-12,1-URGENT
2154,509,O,25391.02,1996-01-01,2-HIGH
2155,465,P,52393.13,1998-06-06,1-URGENT
2156,472,O,35765.74,1995-03-02,1-URGENT
2157,785,O,83402.72,1994-07-10,3-MEDIUM
2158,518,O,80395.12,1998-08-21,4-NOT SPECIFIED
2159,689,P,2232.73,1994-02-03,2-HIGH
2160,288,P,59526.32,1994-12-17,1-URGENT
2161,602,P,82654.24,1995-10-24,5-LOW
2162,675,F,78030.0,1997-10-24,5-LOW
2163,193,F,59503.8,1992-06-15,2-HIGH
2164,254,F,17523.16,1993-11-15,3-MEDIUM
2165,268,O,11074.53,1996-08-07,2-HIGH
2166,692,P,33078.44,1993-04-24,2-HIGH
2167,133,F,7990.28,1992-05-03,2-HIGH
2168,319,F,19177.9,1997-12-01,3-MEDIUM
2169,175,P,93096.9,1994-03-15,2-HIGH
2170,212,F,19823.76,1992-03-15,5-LOW
2171,405,O,22560.26,1992-04-05,4-NOT SPECIFIED
2172,288,O,56275.45,1994-06-20,5-LOW
2173,857,P,24129.54,1992-12-21,3-MEDIUM
2174,258,O,85495.61,1993-11-04,1-URGENT
2175,288,F,80342.39,1994-06-05,5-LOW
2176,417,F,89744.32,1993-12-26,5-LOW
2177,243,F,90759.48,1995-07-23,5-LOW
2178,308,O,51648.78,1992-08-26,1-URGENT
2179,252,F,64347.12,1995-05-18,3-MEDIUM
2180,234,F,46169.94,1998-12-24,3-MEDIUM
2181,492,O,87761.9,1997-02-16,4-NOT SPECIFIED
2182,194,O,64601.87,1996-05-23,2-HIGH
2183,829,P,48388.41,1996-04-21,3-MEDIUM
2184,855,F,99736.74,1992-02-26,4-NOT SPECIFIED
2185,102,P,25349.81,1994-07-07,3-MEDIUM
2186,310,F,36884.13,1992-09-06,3-MEDIUM
2187,805,F,2175.67,1994-08-01,1-URGENT
2188,735,O,55310.7,1992-08-22,2-HIGH
2189,735,O,89101.87,1994-08-04,1-URGENT
2190,143,O,42114.44,1998-07-17,3-MEDIUM
2191,73,P,86418.7,1996-11-18,2-HIGH
2192,723,O,98242.65,1992-07-05,4-NOT SPECIFIED
2193,923,O,15233.18,1996-10-05,3-MEDIUM
2194,447,P,70972.2,1995-09-05,3-MEDIUM
2195,251,O,25891.1,1994-06-13,1-URGENT
2196,380,F,45144.74,1993-07-12,1-URGENT
2197,142,P,1512.43,1992-09-22,1-URGENT
2198,117,O,25687.82,1995-09-24,4-NOT SPECIFIED
2199,259,P,70336.25,1994-04-13,1-URGENT
2200,70,F,9835.52,1992-06-04,5-LOW
2201,540,O,65445.67,1998-09-11,1-URGENT
2202,368,P,71264.51,1996-02-05,5-LOW
2203,439,O,85833.14,1993-07-25,2-HIGH
2204,492,P,6276.75,1993-06-21,1-URGENT
2205,46,P,10952.08,1997-05-11,1-URGENT
2206,806,P,50366.81,1996-05-09,2-HIGH
2207,639,P,27372.76,1997-03-28,3-MEDIUM
2208,676,O,18712.04,1994-05-12,5-LOW
2209,23,O,31769.89,1995-08-27,4-NOT SPECIFIED
2210,610,F,8152.71,1998-07-11,4-NOT SPECIFIED
2211,371,O,17080.15,1995-11-15,4-NOT SPECIFIED
2212,120,O,3564.1,1996-04-24,4-NOT SPECIFIED
2213,890,O,10829.04,1997-04-05,3-MEDIUM
2214,343,F,21523.5,1996-12-16,1-URGENT
2215,964,F,18004.42,1994-04-15,3-MEDIUM
2216,471,O,60620.6,1992-04-25,3-MEDIUM
2217,528,O,30718.23,1996-09-23,1-URGENT
2218,428,F,29333.39,1998-01-25,2-HIGH
2219,609,O,19209.37,1993-03-20,5-LOW
2220,195,O,84330.94,1997-07-07,2-HIGH
2221,343,P,61803.36,1994-09-20,5-LOW
2222,982,P,39827.85,1994-03-03,3-MEDIUM
2223,620,P,51914.78,1993-08-23,5-LOW
2224,479,O,90066.19,1997-05-12,4-NOT SPECIFIED
2225,730,P,94733.24,1997-08-05,2-HIGH
2226,258,F,76066.97,1992-04-02,1-URGENT
2227,31,F,2279.72,1995-06-11,1-URGENT
2228,188,P,84788.92,1996-09-08,1-URGENT
2229,644,F,56934.11,1998-04-22,2-HIGH
2230,801,P,72449.05,1996-06-27,2-HIGH
2231,114,F,57375.19,1992-09-09,2-HIGH
2232,441,F,6356.59,1993-03-16,2-HIGH
2233,559,F,94837.46,1998-10-24,3-MEDIUM
2234,313,O,42003.06,1993-11-25,5-LOW
2235,690,F,36370.61,1997-11-08,2-HIGH
2236,417,P,74502.19,1997-02-10,3-MEDIUM
2237,881,F,27886.2,1997-11-22,3-MEDIUM
2238,932,P,66889.22,1997-01-21,5-LOW
2239,945,F,62868.09,1997-06-28,5-LOW
2240,411,P,62299.03,1997-07-21,5-LOW
2241,707,P,12454.47,1996-06-22,2-HIGH
2242,158,P,57146.9,1993-01-03,4-NOT SPECIFIED
2243,200,O,11898.96,1994-02-26,3-MEDIUM
2244,930,P,66723.8,1993-05-20,3-MEDIUM
