l_orderkey,l_partkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_shipdate,l_returnflag
1204,627,1,31,977.81,0.03,1998-01-03,N
1204,13,2,30,7040.77,0.08,1995-02-03,A
1205,279,1,14,1895.63,0.05,1992-11-11,A
1205,360,2,16,6098.49,0.08,1995-06-16,N
1206,70,1,36,6722.9,0.06,1993-07-08,N
1207,629,1,14,8301.39,0.04,1998-07-23,R
1207,290,2,29,5974.06,0.0,1996-01-10,A
1208,716,1,50,6142.58,0.02,1995-09-12,A
1208,225,2,14,6412.05,0.06,1998-10-17,N
1208,422,3,17,5563.02,0.09,1992-02-26,A
1209,725,1,13,4903.62,0.01,1994-04-18,R
1209,95,2,48,5061.57,0.01,1993-08-25,N
1209,221,3,28,2372.9,0.08,1996-03-06,R
1209,422,4,17,9932.37,0.05,1992-03-18,N
1210,650,1,44,7688.82,0.03,1992-03-14,A
1211,116,1,28,9133.66,0.08,1993-07-11,N
1211,353,2,10,4342.08,0.03,1994-10-08,N
1212,145,1,5,6905.39,0.1,1996-05-04,N
1212,577,2,40,2285.64,0.04,1997-04-14,N
1213,464,1,11,8805.88,0.02,1996-01-11,N
1213,749,2,46,1323.53,0.02,1997-10-07,N
1213,143,3,41,8323.9,0.01,1998-05-15,A
1213,394,4,32,5396.76,0.02,1994-08-04,R
1214,74,1,16,7124.34,0.09,1995-05-03,A
1215,153,1,48,3526.34,0.09,1997-09-23,N
1216,164,1,19,8099.33,0.03,1994-02-23,A
1216,556,2,41,9523.6,0.05,1996-01-02,N
1217,131,1,6,2682.94,0.06,1995-06-13,A
1218,12,1,46,4276.46,0.07,1997-06-14,R
1218,763,2,27,6629.6,0.0,1997-01-24,R
1219,393,1,40,3426.55,0.03,1992-03-08,A
1219,375,2,45,5999.54,0.07,1998-08-07,A
1220,521,1,25,4655.61,0.06,1995-08-16,R
1220,654,2,13,3598.79,0.06,1992-02-05,N
1221,135,1,23,5951.89,0.06,1994-05-26,R
1222,363,1,33,1516.01,0.06,1998-01-26,N
1222,589,2,49,4679.44,0.0,1993-09-24,A
1223,432,1,14,1977.65,0.05,1997-09-04,N
1223,393,2,50,3966.06,0.07,1993-01-13,A
1224,312,1,17,9594.35,0.01,1997-03-14,A
1224,677,2,25,3898.9,0.0,1994-01-01,N
1225,699,1,43,2400.01,0.06,1998-04-08,N
1225,230,2,18,1183.52,0.03,1995-10-14,A
1225,325,3,26,455.82,0.08,1995-04-28,A
1225,777,4,10,5041.56,0.08,1997-03-06,A
1226,587,1,48,2527.72,0.01,1995-10-10,N
1226,487,2,34,4315.88,0.05,1995-11-27,A
1226,102,3,43,740.2,0.09,1996-12-17,A
1227,318,1,43,6946.84,0.09,1992-11-08,N
1228,523,1,25,6222.12,0.0,1997-04-09,R
1228,760,2,30,7635.1,0.07,1998-01-03,N
1229,425,1,49,2674.07,0.06,1994-07-23,A
1229,569,2,14,2079.06,0.04,1998-07-08,N
1230,589,1,47,2120.61,0.06,1995-07-09,N
1231,780,1,21,4166.08,0.07,1996-03-25,N
1232,605,1,14,8767.06,0.0,1997-01-19,R
1232,405,2,5,831.42,0.04,1996-09-26,R
1233,642,1,47,4492.29,0.1,1993-06-22,R
1234,202,1,40,1491.79,0.09,1993-06-13,A
1234,565,2,8,8496.52,0.0,1998-02-11,A
1235,44,1,39,4571.11,0.1,1992-10-12,R
1235,267,2,39,8582.46,0.03,1992-12-16,N
1236,637,1,37,3489.39,0.1,1996-04-15,A
1237,89,1,39,2633.05,0.09,1998-02-24,R
1238,428,1,8,8161.96,0.01,1996-10-16,N
1239,221,1,9,9755.84,0.1,1997-10-13,R
1239,614,2,42,3948.69,0.03,1995-10-05,R
1239,551,3,48,1707.28,0.06,1998-09-07,A
1240,546,1,3,3278.49,0.06,1996-11-16,A
1241,503,1,27,4183.45,0.02,1997-04-06,R
1242,749,1,46,9211.16,0.04,1997-10-05,N
1242,253,2,39,7365.65,0.08,1992-11-16,R
1242,538,3,48,9188.62,0.08,1998-02-12,R
1243,386,1,17,8442.89,0.06,1995-06-02,R
1243,340,2,20,7157.99,0.02,1994-12-23,R
1244,193,1,40,8000.22,0.05,1997-12-20,A
1244,432,2,6,9707.1,0.05,1995-12-05,N
1244,102,3,7,7683.7,0.1,1994-06-01,N
1244,540,4,35,5107.71,0.0,1992-07-05,A
1244,31,5,11,9021.49,0.09,1993-07-17,A
1245,742,1,40,8448.35,0.1,1994-04-27,N
1246,784,1,35,6138.64,0.08,1992-07-26,A
1246,177,2,33,5665.53,0.04,1993-03-14,R
1246,14,3,18,2778.08,0.05,1996-01-09,R
1247,21,1,47,2176.26,0.0,1995-08-14,R
1247,342,2,43,894.78,0.06,1994-02-19,R
1248,186,1,15,1171.18,0.0,1993-09-17,N
1248,402,2,43,1782.56,0.07,1993-05-12,R
1248,283,3,20,9772.34,0.04,1997-09-20,A
1249,266,1,1,5297.13,0.02,1993-12-19,A
1250,729,1,16,7090.81,0.1,1997-10-15,R
1250,683,2,30,2470.09,0.05,1994-06-22,N
1251,782,1,6,6941.98,0.0,1997-04-18,N
1251,379,2,8,8420.69,0.06,1995-10-09,A
1251,502,3,16,1120.83,0.05,1996-12-10,N
1252,220,1,46,4159.14,0.08,1992-05-10,R
1252,685,2,36,5083.6,0.1,1996-01-21,R
1252,208,3,20,243.65,0.07,1996-05-17,R
1253,689,1,22,1469.67,0.09,1997-05-04,R
1254,222,1,42,7388.08,0.08,1998-02-15,A
1254,258,2,23,9133.97,0.1,1994-01-08,R
1254,479,3,43,1180.54,0.1,1997-03-19,A
1254,599,4,9,2950.26,0.05,1992-07-01,R
1255,510,1,3,7042.55,0.07,1997-08-12,A
1255,136,2,19,2070.93,0.09,1994-01-12,N
1256,212,1,12,9770.38,0.07,1995-05-10,R
1256,161,2,35,5810.5,0.07,1993-03-13,A
1257,545,1,36,3415.98,0.03,1996-09-14,A
1258,498,1,1,4314.06,0.08,1992-05-23,A
1258,740,2,24,6582.04,0.07,1998-07-21,A
1259,506,1,29,8407.34,0.1,1995-07-05,A
1260,143,1,45,2852.88,0.06,1994-09-22,R
1260,499,2,17,8517.99,0.08,1994-12-09,A
1260,164,3,21,6889.39,0.04,1995-08-11,A
1260,132,4,7,1560.75,0.02,1992-05-01,N
1261,180,1,22,3940.4,0.0,1992-02-10,R
1261,572,2,14,4535.92,0.09,1996-03-18,R
1262,178,1,48,150.1,0.09,1993-11-06,N
1262,401,2,25,847.7,0.01,1992-06-26,A
1263,104,1,3,7198.04,0.09,1994-04-14,A
1264,795,1,41,1048.97,0.03,1997-12-28,R
1264,596,2,1,6218.58,0.02,1995-07-16,N
1265,480,1,46,1968.03,0.0,1992-06-14,R
1266,698,1,29,3670.36,0.0,1993-04-09,A
1266,308,2,38,2887.51,0.09,1995-02-05,N
1266,85,3,10,1584.92,0.03,1993-05-05,A
1267,323,1,12,1589.6,0.09,1993-08-07,N
1268,578,1,20,7337.21,0.0,1993-08-13,N
1268,39,2,22,3324.67,0.0,1994-01-25,R
1268,105,3,45,3412.37,0.0,1998-10-18,R
1269,103,1,6,8452.51,0.06,1993-05-26,A
1269,782,2,4,3909.07,0.02,1997-01-02,N
1270,60,1,47,4148.64,0.09,1995-12-11,N
1271,369,1,48,2662.37,0.02,1993-07-06,R
1271,459,2,25,827.82,0.0,1994-09-27,R
1272,87,1,9,9629.23,0.07,1998-09-16,N
1273,327,1,3,7998.57,0.08,1992-07-26,R
1273,544,2,12,4379.23,0.06,1994-06-03,R
1274,442,1,47,7694.51,0.02,1997-09-04,R
1274,248,2,7,376.07,0.04,1994-12-08,A
1275,470,1,41,1196.92,0.06,1993-11-01,N
1275,27,2,49,3283.62,0.06,1995-09-20,A
1275,607,3,42,9435.36,0.0,1995-06-04,A
1276,40,1,40,9744.79,0.05,1996-11-08,A
1276,121,2,42,9758.7,0.05,1996-12-10,N
1277,93,1,5,9811.95,0.08,1993-09-10,N
1277,548,2,47,4846.57,0.07,1998-07-01,N
1278,185,1,6,6858.65,0.09,1998-06-02,N
1278,182,2,45,2913.71,0.08,1994-03-07,A
1279,269,1,1,8408.63,0.04,1996-01-10,R
1279,546,2,45,6651.1,0.03,1994-08-28,A
1280,757,1,8,8932.03,0.1,1993-01-27,N
1280,711,2,13,6830.83,0.03,1993-08-07,A
1281,429,1,38,3953.26,0.0,1993-03-22,R
1282,598,1,33,459.48,0.1,1996-06-02,N
1283,546,1,7,7959.05,0.06,1995-01-18,R
1283,316,2,19,2289.63,0.08,1996-04-09,N
1283,492,3,38,1270.05,0.1,1998-10-26,N
1284,775,1,33,6807.32,0.02,1994-01-08,A
1284,558,2,48,9510.45,0.05,1996-04-03,N
1284,416,3,46,3650.63,0.08,1993-12-07,N
1285,592,1,21,8111.86,0.02,1995-09-01,R
1285,738,2,17,7373.69,0.08,1996-01-25,N
1285,110,3,14,5176.06,0.1,1994-11-11,R
1286,139,1,40,7774.38,0.07,1992-08-16,R
1287,655,1,47,4539.12,0.08,1993-06-22,N
1288,63,1,8,9569.45,0.0,1993-02-28,N
1288,212,2,12,5730.02,0.05,1997-02-11,R
1289,586,1,10,1365.04,0.07,1998-06-26,A
1289,561,2,16,6440.81,0.07,1996-07-09,A
1289,14,3,24,3687.93,0.07,1997-07-15,N
1290,644,1,37,5621.67,0.02,1995-01-22,N
1290,464,2,31,5783.14,0.07,1992-04-09,A
1291,298,1,42,1244.31,0.08,1992-06-03,R
1292,131,1,44,6007.32,0.07,1992-01-23,N
1292,573,2,35,5275.96,0.04,1998-10-13,R
1292,213,3,44,1126.89,0.1,1994-03-19,A
1292,643,4,26,2643.38,0.01,1993-01-03,N
1293,489,1,49,6206.49,0.02,1996-04-10,A
1293,596,2,5,174.75,0.08,1993-08-05,A
1294,123,1,42,7071.45,0.04,1994-04-22,N
1295,57,1,1,3078.03,0.0,1997-03-07,R
1295,513,2,17,7111.63,0.0,1993-09-19,A
1296,391,1,26,1222.21,0.07,1998-08-13,N
1297,118,1,48,6782.11,0.02,1994-08-23,N
1297,460,2,27,2641.0,0.09,1995-11-16,R
1298,371,1,41,8087.41,0.1,1994-09-01,N
1299,504,1,3,3043.79,0.1,1998-04-10,N
1300,18,1,8,8339.2,0.08,1992-08-02,R
1300,97,2,24,3078.78,0.08,1994-08-24,R
1301,531,1,17,9284.16,0.04,1992-10-10,N
1302,300,1,28,978.52,0.03,1994-04-01,A
1302,306,2,24,4112.4,0.02,1993-11-03,A
1303,507,1,7,1605.07,0.0,1997-11-05,N
1303,798,2,1,4329.22,0.08,1997-08-14,A
1304,61,1,12,3565.89,0.08,1992-04-07,R
1305,250,1,10,6883.56,0.01,1992-03-26,N
1306,153,1,25,1635.54,0.07,1997-08-21,N
1306,316,2,49,8458.77,0.1,1996-03-21,A
1306,45,3,39,1199.55,0.09,1993-01-11,R
1306,503,4,28,7323.3,0.0,1992-04-17,R
1307,534,1,9,6775.98,0.02,1993-10-27,R
1308,369,1,29,8793.15,0.09,1996-08-07,A
1309,204,1,39,1528.63,0.01,1998-01-24,N
1309,671,2,4,1674.32,0.09,1995-10-07,R
1310,77,1,45,9233.9,0.03,1992-10-03,N
1310,663,2,21,987.9,0.0,1993-11-11,N
1311,675,1,41,5638.86,0.0,1992-08-26,A
1311,606,2,43,8608.73,0.1,1993-11-07,A
1312,534,1,40,4710.96,0.03,1997-04-12,A
1312,421,2,12,2598.85,0.03,1998-10-16,N
1313,482,1,29,6372.24,0.09,1997-11-02,R
1314,678,1,19,3001.94,0.09,1998-07-27,N
1314,502,2,19,8313.31,0.06,1993-06-10,N
1315,394,1,3,9177.07,0.0,1996-07-07,R
1316,544,1,27,972.74,0.08,1994-09-04,N
1317,454,1,42,8733.63,0.06,1992-11-06,R
1317,799,2,46,8130.81,0.01,1998-05-23,R
1317,548,3,12,3370.08,0.07,1997-08-12,N
1317,430,4,11,292.49,0.08,1992-12-14,N
1318,399,1,19,5346.67,0.04,1998-06-23,N
1318,571,2,1,9390.1,0.02,1996-12-06,R
1318,453,3,47,5377.17,0.02,1992-11-22,N
1319,292,1,24,5529.74,0.03,1996-10-20,R
1319,665,2,19,5953.17,0.05,1995-09-17,A
1320,652,1,28,9413.13,0.08,1998-12-25,N
1321,778,1,11,4398.74,0.02,1997-04-22,N
1321,231,2,44,5404.17,0.01,1995-04-10,A
1321,115,3,35,8324.67,0.09,1992-04-25,N
1321,181,4,14,8918.36,0.08,1996-04-22,A
1322,72,1,27,9496.42,0.08,1992-04-23,A
1323,88,1,9,1527.27,0.01,1994-04-27,R
1323,70,2,43,2180.28,0.07,1995-10-28,A
1324,38,1,7,2290.47,0.07,1992-10-12,R
1324,546,2,1,1406.68,0.01,1994-05-13,R
1325,362,1,46,7361.36,0.04,1998-05-23,R
1325,315,2,32,7301.87,0.09,1993-01-15,N
1326,262,1,7,6048.04,0.01,1993-04-17,R
1327,30,1,34,5673.31,0.02,1997-12-09,R
1327,112,2,47,7637.67,0.0,1994-04-14,A
1327,272,3,21,6310.75,0.02,1996-08-11,N
1328,211,1,3,185.59,0.09,1997-03-16,N
1328,217,2,40,6122.86,0.03,1992-06-18,R
1329,145,1,4,7639.23,0.03,1994-04-25,A
1330,420,1,22,8809.3,0.07,1995-09-01,A
1331,335,1,38,1007.33,0.07,1993-12-03,R
1332,387,1,12,6486.19,0.09,1994-10-23,R
1332,611,2,36,810.56,0.0,1993-08-17,R
1332,298,3,39,4749.57,0.06,1996-04-06,A
1333,766,1,34,1721.42,0.1,1997-09-02,R
1333,21,2,48,2982.64,0.07,1994-03-02,A
1334,73,1,32,7292.68,0.02,1994-08-21,R
1334,194,2,20,4335.23,0.08,1995-03-14,N
1334,670,3,28,2176.85,0.07,1996-04-07,R
1334,705,4,7,7061.58,0.04,1992-03-19,N
1335,341,1,45,3206.1,0.1,1994-10-18,A
1335,733,2,37,766.94,0.05,1996-04-08,A
1336,224,1,30,7927.03,0.02,1997-05-09,N
1336,265,2,48,3485.5,0.02,1992-02-09,R
1336,198,3,42,8073.18,0.03,1996-05-23,A
1337,156,1,2,4469.19,0.02,1993-12-07,A
1338,593,1,32,8832.62,0.0,1998-07-01,A
1339,47,1,40,6806.72,0.01,1995-05-04,A
1339,728,2,15,6765.25,0.09,1992-04-27,A
1339,457,3,11,8119.46,0.04,1995-05-26,R
1340,503,1,30,8800.52,0.0,1995-11-28,N
1340,227,2,9,1382.9,0.03,1993-07-01,R
1340,214,3,3,3769.37,0.06,1997-06-16,A
1341,151,1,48,4288.81,0.01,1998-02-19,A
1342,564,1,30,7034.03,0.1,1995-08-03,A
1342,671,2,30,3783.38,0.02,1995-04-03,N
1343,192,1,5,4642.87,0.06,1995-01-15,A
1343,196,2,1,3719.14,0.02,1995-12-12,A
1343,709,3,30,6397.14,0.04,1997-02-08,R
1344,513,1,33,6453.45,0.03,1996-11-06,N
1344,501,2,41,2967.29,0.07,1994-04-15,R
1344,527,3,45,4477.43,0.08,1994-06-17,R
1345,514,1,41,2101.45,0.04,1995-08-22,N
1345,465,2,36,6027.4,0.08,1992-11-19,R
1345,6,3,38,4375.45,0.04,1994-11-25,N
1346,428,1,34,8606.43,0.08,1992-10-15,A
1346,759,2,11,582.74,0.02,1996-02-06,A
1347,273,1,28,8480.94,0.08,1997-11-18,R
1347,239,2,35,3695.12,0.04,1993-12-19,A
1348,541,1,13,8306.14,0.08,1993-08-05,R
1348,212,2,25,4996.01,0.02,1995-07-27,R
1349,644,1,18,9538.8,0.09,1992-08-21,N
1349,292,2,46,4939.27,0.08,1992-06-27,A
1349,81,3,37,8535.19,0.05,1992-12-05,R
1350,364,1,22,1144.77,0.03,1996-09-11,A
1350,347,2,35,3743.9,0.03,1995-08-11,R
1351,595,1,30,3891.2,0.09,1998-04-15,R
1352,162,1,23,9356.28,0.08,1995-06-02,N
1352,471,2,35,8908.29,0.04,1993-02-19,A
1352,280,3,35,4974.79,0.03,1997-01-09,N
1353,580,1,15,7659.39,0.04,1993-02-11,R
1354,73,1,44,3769.68,0.02,1998-12-08,R
1355,27,1,22,9649.27,0.03,1995-12-26,R
1355,76,2,16,4918.61,0.07,1995-07-07,A
1356,284,1,36,766.05,0.0,1995-02-11,R
1356,149,2,26,3783.78,0.1,1995-01-12,A
1357,69,1,36,4077.86,0.02,1992-10-05,R
1358,178,1,23,4678.36,0.08,1992-01-01,A
1358,755,2,11,6101.91,0.04,1997-05-28,A
1359,23,1,23,3215.14,0.01,1994-09-18,N
1359,697,2,10,940.59,0.01,1996-04-26,A
1359,737,3,38,3143.49,0.08,1995-04-28,R
1360,584,1,7,130.33,0.02,1998-05-04,R
1360,687,2,19,4232.06,0.08,1992-02-22,N
1361,129,1,7,4826.81,0.08,1992-02-16,A
1361,379,2,24,2397.46,0.08,1996-06-22,N
1361,223,3,10,8172.44,0.07,1996-06-07,N
1361,105,4,37,3827.86,0.05,1994-08-21,R
1362,286,1,48,5057.66,0.06,1994-10-22,A
1362,243,2,18,4936.73,0.06,1996-08-04,N
1362,345,3,11,2121.2,0.03,1997-02-04,R
1363,658,1,34,6907.32,0.1,1993-01-11,R
1364,207,1,21,8466.55,0.05,1992-08-22,A
1364,634,2,49,7125.24,0.04,1992-05-15,R
1364,722,3,38,8178.58,0.02,1995-11-07,A
1364,142,4,15,162.37,0.06,1992-10-16,N
1364,622,5,34,5949.56,0.02,1992-02-11,N
1365,681,1,20,3917.19,0.09,1995-05-25,A
1365,322,2,45,5662.31,0.02,1993-10-08,R
1366,611,1,7,1836.22,0.07,1993-06-07,N
1366,596,2,22,3416.57,0.02,1994-11-24,R
1366,77,3,34,1168.71,0.01,1997-11-03,N
1367,545,1,27,5318.66,0.09,1992-05-28,R
1368,476,1,29,2819.26,0.1,1996-03-21,R
1368,397,2,20,8551.75,0.1,1993-07-04,A
1369,13,1,18,9494.91,0.05,1998-10-05,R
1369,137,2,32,7120.88,0.05,1995-11-04,R
1369,629,3,36,9810.91,0.03,1995-08-23,R
1370,484,1,10,1512.39,0.08,1996-06-20,R
1370,331,2,38,7500.32,0.05,1995-07-12,R
1371,456,1,37,6743.48,0.03,1997-07-22,A
1371,707,2,35,1427.55,0.09,1994-04-24,A
1371,589,3,13,1908.76,0.01,1993-02-28,A
1372,585,1,3,4823.17,0.05,1995-05-16,N
1373,471,1,34,4956.29,0.04,1995-02-15,N
1374,608,1,11,6569.9,0.01,1996-01-13,R
1374,349,2,27,8769.34,0.04,1998-10-08,A
1374,141,3,34,9461.39,0.01,1994-02-19,R
1375,222,1,45,2537.58,0.09,1995-09-05,A
1375,341,2,19,7807.71,0.01,1992-05-14,N
1376,496,1,43,1653.89,0.04,1997-03-21,N
1376,21,2,6,8977.0,0.1,1997-12-14,A
1377,115,1,24,7724.48,0.09,1992-01-27,A
1377,733,2,4,9173.57,0.01,1998-09-15,R
1377,410,3,1,1300.31,0.08,1992-08-07,A
1377,348,4,42,2617.98,0.04,1998-10-09,N
1377,305,5,5,7481.95,0.02,1994-07-22,A
1378,343,1,6,9978.52,0.1,1998-11-12,N
1378,303,2,33,3487.63,0.01,1997-07-06,A
1379,509,1,47,9353.23,0.0,1995-10-25,R
1380,702,1,40,9751.92,0.02,1992-05-18,N
1381,600,1,17,6635.3,0.03,1996-10-28,A
1382,18,1,38,1240.3,0.04,1998-07-11,R
1382,58,2,48,5665.87,0.1,1996-04-09,N
1382,128,3,23,7952.23,0.03,1993-01-15,R
1382,618,4,23,219.08,0.04,1994-07-11,N
1383,766,1,43,7864.67,0.05,1992-03-20,A
1384,464,1,6,8783.97,0.09,1997-11-02,A
1384,330,2,10,3361.86,0.08,1998-06-19,N
1385,741,1,9,1210.01,0.01,1993-11-27,N
1385,690,2,18,3740.67,0.08,1998-05-12,N
1385,143,3,12,8807.57,0.04,1997-01-16,R
1386,421,1,42,3318.3,0.04,1998-09-19,A
1387,310,1,28,4765.72,0.06,1996-06-14,A
1388,127,1,19,5384.21,0.1,1998-05-21,N
1388,350,2,15,6715.57,0.09,1993-07-15,N
1388,81,3,49,380.77,0.01,1996-10-21,A
1389,422,1,19,4205.19,0.08,1996-10-22,N
1389,528,2,6,972.1,0.04,1995-06-05,A
1389,707,3,9,3042.69,0.0,1993-04-09,A
1390,139,1,1,3143.45,0.1,1996-01-18,A
1390,741,2,49,6243.79,0.05,1998-04-18,A
1391,118,1,1,7224.04,0.05,1998-03-25,A
1391,256,2,1,1047.62,0.06,1998-10-18,N
1391,198,3,44,4535.88,0.1,1993-03-11,R
1392,766,1,24,7791.12,0.04,1994-05-02,N
1392,712,2,9,7695.8,0.06,1997-05-16,N
1393,507,1,10,8730.12,0.05,1998-09-28,A
1393,574,2,19,7804.23,0.07,1995-07-03,N
1393,200,3,6,6496.95,0.1,1995-01-11,A
1394,466,1,34,6563.28,0.08,1994-09-01,A
1394,537,2,39,2016.82,0.0,1995-08-04,R
1395,317,1,20,7318.17,0.03,1995-11-15,R
1396,194,1,49,9490.05,0.1,1997-06-06,N
1396,365,2,21,6483.98,0.01,1994-08-22,N
1397,14,1,23,9665.86,0.07,1995-05-22,N
1397,55,2,26,844.16,0.08,1992-05-01,N
1398,616,1,34,1587.15,0.08,1997-08-09,N
1398,282,2,45,5154.05,0.02,1992-08-24,A
1399,653,1,50,5406.56,0.02,1995-10-13,A
1400,380,1,30,8933.61,0.09,1993-03-12,A
1400,371,2,5,1722.78,0.01,1997-01-17,A
1400,306,3,22,9577.9,0.03,1995-06-07,N
1401,329,1,47,596.67,0.0,1995-09-05,N
1401,563,2,46,4735.84,0.0,1992-05-14,R
1402,519,1,1,9391.73,0.06,1998-07-17,R
1402,650,2,21,2663.0,0.05,1997-11-06,N
1402,489,3,18,2004.21,0.03,1995-04-15,N
1403,603,1,18,7088.65,0.06,1997-01-25,R
1404,716,1,23,2277.7,0.1,1994-12-24,R
1405,253,1,16,2862.55,0.05,1995-03-02,A
1405,621,2,14,8283.24,0.06,1997-09-20,R
1406,560,1,36,1695.72,0.04,1995-07-27,A
1406,522,2,18,3811.61,0.06,1994-07-21,N
1407,659,1,35,5378.83,0.09,1998-06-20,N
1408,401,1,34,573.95,0.0,1993-12-08,N
1409,588,1,1,2583.79,0.06,1996-04-11,R
1410,281,1,45,9137.52,0.03,1993-09-28,A
1410,391,2,38,7632.56,0.05,1996-04-01,R
1411,772,1,34,3623.98,0.1,1994-10-01,R
1412,757,1,39,9224.07,0.09,1996-03-23,N
1413,295,1,10,7865.29,0.05,1996-02-07,A
1414,193,1,20,1516.36,0.03,1997-06-06,N
1414,629,2,14,468.97,0.04,1994-04-22,A
1414,180,3,31,6357.24,0.08,1997-02-06,N
1414,647,4,38,2310.74,0.03,1994-01-03,R
1415,403,1,40,1374.61,0.07,1995-07-07,R
1416,688,1,19,5174.29,0.06,1996-11-28,R
1417,34,1,4,5226.68,0.07,1998-12-28,R
1417,554,2,39,1027.03,0.06,1993-07-18,A
1417,524,3,38,1373.03,0.1,1994-01-10,A
1418,560,1,9,7525.94,0.03,1993-06-04,N
1419,342,1,9,9569.72,0.03,1993-06-17,R
1420,530,1,11,5424.64,0.01,1997-06-12,N
1420,536,2,34,3391.2,0.07,1992-02-16,N
1421,466,1,27,311.66,0.03,1993-04-25,N
1421,205,2,28,9323.27,0.07,1995-10-12,A
1422,377,1,39,2033.52,0.09,1993-09-19,R
1423,379,1,14,9279.94,0.09,1993-10-28,N
1424,606,1,28,7257.09,0.03,1993-06-28,R
1424,379,2,13,3106.21,0.02,1998-11-20,R
1425,628,1,41,1382.6,0.04,1996-04-28,A
1425,249,2,28,8513.43,0.04,1996-05-08,A
1425,596,3,16,9480.24,0.02,1996-01-06,A
1426,380,1,1,652.92,0.06,1996-09-23,N
1427,647,1,44,3423.09,0.06,1993-09-17,A
1427,476,2,24,3285.32,0.05,1994-12-13,A
1427,712,3,2,9260.27,0.06,1997-09-14,N
1428,407,1,22,3615.56,0.01,1995-11-27,N
1428,425,2,46,1877.42,0.02,1997-08-28,N
1428,728,3,18,6400.56,0.01,1994-11-03,N
1428,333,4,47,5228.52,0.03,1992-05-13,A
1428,381,5,18,7949.33,0.1,1992-12-03,R
1428,726,6,17,1390.01,0.06,1998-06-25,A
1429,577,1,45,3046.56,0.08,1996-12-05,R
1429,12,2,18,3425.15,0.05,1998-02-26,N
1429,409,3,42,6054.03,0.03,1993-09-07,R
1429,116,4,36,763.41,0.07,1998-08-01,A
1430,262,1,5,5793.72,0.09,1992-04-14,N
1430,524,2,18,2119.83,0.04,1993-04-28,R
1431,441,1,48,5971.79,0.07,1996-03-12,R
1432,612,1,15,5990.63,0.08,1992-06-01,A
1433,765,1,27,4991.23,0.06,1995-08-04,A
1433,662,2,38,3580.0,0.02,1994-02-18,R
1433,87,3,8,8443.41,0.09,1998-11-14,R
1433,703,4,3,5921.04,0.09,1998-06-12,A
1434,621,1,49,101.26,0.02,1994-11-06,R
1434,81,2,7,1422.18,0.07,1997-08-02,R
1434,192,3,37,2412.72,0.0,1998-07-03,A
1434,333,4,14,586.12,0.1,1995-07-05,R
1435,54,1,7,4449.09,0.06,1994-01-25,A
1435,378,2,41,3082.12,0.01,1998-08-22,N
1435,11,3,8,5352.07,0.1,1998-05-15,A
1436,31,1,28,8651.51,0.03,1994-12-09,A
1437,387,1,1,5644.38,0.07,1997-07-05,N
1437,635,2,39,1744.76,0.05,1998-09-17,R
1438,609,1,5,4155.27,0.07,1992-03-12,A
1438,766,2,13,9991.05,0.03,1998-10-19,N
1438,540,3,18,8067.67,0.1,1997-08-17,A
1439,615,1,32,366.61,0.08,1995-12-25,A
1440,148,1,10,9036.1,0.01,1995-01-18,A
1441,148,1,15,1325.84,0.01,1993-06-04,A
1441,414,2,19,9663.91,0.1,1996-04-03,A
1442,775,1,31,8735.48,0.08,1995-12-26,N
1442,702,2,36,4375.45,0.04,1998-10-21,A
1443,168,1,38,3760.02,0.07,1994-03-01,N
1443,406,2,21,6432.5,0.04,1995-12-09,A
1443,123,3,40,9082.42,0.02,1992-09-10,N
1443,724,4,46,5437.26,0.03,1992-12-02,R
1444,194,1,39,6829.05,0.01,1997-06-28,A
1445,357,1,46,5554.96,0.06,1998-11-11,R
1446,585,1,46,5648.69,0.06,1996-04-03,N
1446,550,2,34,4462.46,0.06,1994-04-18,A
1447,79,1,32,3113.37,0.02,1993-07-13,N
1448,184,1,25,1322.55,0.04,1997-09-23,R
1448,649,2,17,2255.83,0.04,1995-03-02,N
1448,183,3,40,2076.93,0.0,1997-04-28,A
1449,558,1,43,920.78,0.05,1998-10-21,A
1449,48,2,9,5352.16,0.08,1996-04-22,R
1450,738,1,37,2525.93,0.01,1998-11-21,N
1451,620,1,18,1108.7,0.09,1997-09-05,N
1451,44,2,39,8229.5,0.02,1995-04-09,R
1452,402,1,3,5567.98,0.08,1995-02-21,A
1452,270,2,12,9050.1,0.08,1993-05-14,A
1453,603,1,46,7381.07,0.03,1997-06-15,A
1453,751,2,4,8315.98,0.06,1997-11-21,R
1453,590,3,11,2866.29,0.0,1998-08-25,N
1454,347,1,50,2667.63,0.02,1996-04-25,R
1455,287,1,4,1376.01,0.02,1995-07-23,N
1455,499,2,50,9444.63,0.01,1995-10-06,A
1456,692,1,20,6985.69,0.06,1998-10-16,N
1456,638,2,48,1958.22,0.08,1995-06-18,R
1456,712,3,16,9161.53,0.08,1993-06-03,A
1456,376,4,5,6560.96,0.07,1996-03-02,N
1457,5,1,28,3128.66,0.07,1994-05-15,N
1457,243,2,40,6680.53,0.03,1995-11-24,A
1458,778,1,17,1806.07,0.09,1994-03-25,R
1458,686,2,25,4434.86,0.02,1998-03-13,A
1459,582,1,3,7820.97,0.0,1998-04-16,A
1460,156,1,9,2394.41,0.08,1993-02-23,R
1461,720,1,29,7224.27,0.01,1995-03-09,A
1462,563,1,38,4211.0,0.04,1993-07-04,R
